Provider URN,Provider status,Provider type,Sector,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,government_office_region_name,Event number,Event date,Event type group,Overall effectiveness,Outcomes in education and related learning activities,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
SC008596,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,288606,05/02/2014,Full inspection,2,0,2,2,2,2
SC035518,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,290622,14/03/2014,Interim inspection,2,0,0,0,0,0
SC066897,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,290630,20/03/2014,Interim inspection,2,0,0,0,0,0
SC068046,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,289943,10/03/2014,Interim inspection,2,0,0,0,0,0
SC008273,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,288157,17/02/2014,Interim inspection,3,0,0,0,0,0
SC408369,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,284718,14/01/2014,Full inspection,2,0,1,1,1,2
SC408369,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,290454,18/03/2014,Interim inspection,3,0,0,0,0,0
SC457430,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hartlepool,North East,290707,20/03/2014,Interim inspection,3,0,0,0,0,0
SC030967,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hartlepool,North East,290874,25/03/2014,Interim inspection,2,0,0,0,0,0
SC457434,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Middlesbrough,North East,289896,10/03/2014,Interim inspection,3,0,0,0,0,0
SC359846,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wolverhampton,West Midlands,285957,27/01/2014,Interim inspection,3,0,0,0,0,0
SC390576,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wolverhampton,West Midlands,289980,11/03/2014,Interim inspection,2,0,0,0,0,0
SC444352,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wolverhampton,West Midlands,288095,30/01/2014,Full inspection,3,0,3,3,2,3
SC039215,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,289036,24/02/2014,Interim inspection,2,0,0,0,0,0
SC039214,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,290575,17/03/2014,Interim inspection,2,0,0,0,0,0
SC433451,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Sunderland,North East,291188,28/01/2014,Interim inspection,2,0,0,0,0,0
SC378181,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,283635,03/01/2014,Full inspection,2,0,2,2,2,2
SC378187,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290882,24/03/2014,Interim inspection,2,0,0,0,0,0
SC378181,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290884,24/03/2014,Interim inspection,2,0,0,0,0,0
SC065679,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,291349,20/03/2014,Interim inspection,2,0,0,0,0,0
SC063285,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290625,19/03/2014,Interim inspection,4,0,0,0,0,0
SC063285,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,284565,09/01/2014,Full inspection,3,0,2,2,3,3
SC038973,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,287354,06/02/2014,Interim inspection,3,0,0,0,0,0
SC443708,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,288364,12/02/2014,Interim inspection,3,0,0,0,0,0
SC020682,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,287238,04/02/2014,Interim inspection,2,0,0,0,0,0
SC020608,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,287322,04/02/2014,Interim inspection,2,0,0,0,0,0
SC408867,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,286251,29/01/2014,Interim inspection,3,0,0,0,0,0
SC020545,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,289304,28/02/2014,Interim inspection,3,0,0,0,0,0
SC051947,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,284378,13/01/2014,Interim inspection,3,0,0,0,0,0
SC357133,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,285376,20/01/2014,Interim inspection,3,0,0,0,0,0
SC008487,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,288501,13/02/2014,Interim inspection,3,0,0,0,0,0
SC008575,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,288987,18/02/2014,Interim inspection,2,0,0,0,0,0
SC031776,Resigned,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wandsworth,London,290315,14/03/2014,Interim inspection,2,0,0,0,0,0
SC062877,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,289039,25/02/2014,Interim inspection,3,0,0,0,0,0
SC386651,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,284691,15/01/2014,Interim inspection,3,0,0,0,0,0
SC454985,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,287380,10/02/2014,Interim inspection,2,0,0,0,0,0
SC045096,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,288976,25/02/2014,Interim inspection,3,0,0,0,0,0
SC363391,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,285955,28/01/2014,Interim inspection,2,0,0,0,0,0
SC040314,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cornwall,South West,283708,07/01/2014,Interim inspection,2,0,0,0,0,0
SC456798,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,284257,09/01/2014,Interim inspection,2,0,0,0,0,0
SC456795,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,287916,11/02/2014,Interim inspection,3,0,0,0,0,0
SC064573,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,290759,20/03/2014,Interim inspection,3,0,0,0,0,0
SC061368,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,285065,20/01/2014,Interim inspection,3,0,0,0,0,0
SC022438,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,289130,25/02/2014,Interim inspection,3,0,0,0,0,0
SC406636,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,290147,12/03/2014,Interim inspection,4,0,0,0,0,0
SC456157,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,285080,17/01/2014,Interim inspection,2,0,0,0,0,0
SC034441,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Kirklees,Yorkshire and The Humber,290389,12/03/2014,Interim inspection,2,0,0,0,0,0
SC063813,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290155,07/03/2014,Interim inspection,2,0,0,0,0,0
SC368032,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,286115,30/01/2014,Interim inspection,4,0,0,0,0,0
SC456719,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,290266,13/03/2014,Interim inspection,2,0,0,0,0,0
SC458811,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Plymouth,South West,289807,05/03/2014,Interim inspection,3,0,0,0,0,0
SC412971,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,285071,16/01/2014,Interim inspection,2,0,0,0,0,0
SC402658,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,287571,11/02/2014,Interim inspection,2,0,0,0,0,0
SC400219,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,286942,05/02/2014,Interim inspection,2,0,0,0,0,0
SC037986,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bracknell Forest,South East,289996,10/03/2014,Interim inspection,2,0,0,0,0,0
SC417250,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Berkshire,South East,290578,18/03/2014,Interim inspection,2,0,0,0,0,0
SC068272,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,288144,17/02/2014,Interim inspection,2,0,0,0,0,0
SC419393,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,284235,09/01/2014,Interim inspection,3,0,0,0,0,0
SC466165,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,289766,06/03/2014,Full inspection,4,0,3,4,4,4
SC008492,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,288662,20/02/2014,Interim inspection,4,0,0,0,0,0
SC025747,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,284100,08/01/2014,Full inspection,2,0,2,2,2,3
SC025747,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,289912,10/03/2014,Interim inspection,2,0,0,0,0,0
SC396884,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,284983,14/01/2014,Interim inspection,3,0,0,0,0,0
SC423382,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,286205,29/01/2014,Interim inspection,2,0,0,0,0,0
SC386428,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,286991,06/02/2014,Interim inspection,2,0,0,0,0,0
SC023651,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,284660,08/01/2014,Interim inspection,2,0,0,0,0,0
SC038468,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cornwall,South West,290447,17/03/2014,Interim inspection,4,0,0,0,0,0
SC035971,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,291538,27/03/2014,Interim inspection,2,0,0,0,0,0
SC022447,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,290588,13/03/2014,Interim inspection,4,0,0,0,0,0
SC436212,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kirklees,Yorkshire and The Humber,292372,10/03/2014,Interim inspection,3,0,0,0,0,0
SC464762,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,292622,25/03/2014,Full inspection,3,0,2,3,3,3
SC412687,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,287873,12/02/2014,Interim inspection,2,0,0,0,0,0
SC064666,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,290763,20/03/2014,Interim inspection,3,0,0,0,0,0
SC035375,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Northumberland,North East,290777,24/03/2014,Interim inspection,2,0,0,0,0,0
SC034744,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,287912,13/02/2014,Interim inspection,3,0,0,0,0,0
SC034480,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,284312,13/01/2014,Interim inspection,2,0,0,0,0,0
SC401603,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,287472,07/02/2014,Interim inspection,2,0,0,0,0,0
SC006019,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,287072,06/02/2014,Interim inspection,2,0,0,0,0,0
SC464809,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,284665,09/01/2014,Full inspection,2,0,2,2,2,2
SC030713,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wokingham,South East,288195,18/02/2014,Interim inspection,2,0,0,0,0,0
SC431807,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wokingham,South East,284335,13/01/2014,Interim inspection,3,0,0,0,0,0
SC014567,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,290178,13/03/2014,Interim inspection,2,0,0,0,0,0
SC037371,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Rotherham,Yorkshire and The Humber,289197,25/02/2014,Interim inspection,2,0,0,0,0,0
SC037521,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Rotherham,Yorkshire and The Humber,288630,13/02/2014,Interim inspection,2,0,0,0,0,0
SC369339,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Rotherham,Yorkshire and The Humber,289776,03/03/2014,Interim inspection,2,0,0,0,0,0
SC011976,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,287698,11/02/2014,Interim inspection,2,0,0,0,0,0
SC393940,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,287718,30/01/2014,Full inspection,2,0,2,2,2,2
SC052398,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Southend on Sea,East of England,287703,06/02/2014,Interim inspection,2,0,0,0,0,0
SC411074,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,290371,17/03/2014,Interim inspection,2,0,0,0,0,0
SC384198,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wolverhampton,West Midlands,288635,18/02/2014,Interim inspection,2,0,0,0,0,0
SC456477,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,North Yorkshire,Yorkshire and The Humber,286962,05/02/2014,Interim inspection,2,0,0,0,0,0
SC457435,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,North Yorkshire,Yorkshire and The Humber,286961,05/02/2014,Interim inspection,2,0,0,0,0,0
SC008485,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,283813,06/01/2014,Interim inspection,4,0,0,0,0,0
SC008484,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,287827,11/02/2014,Interim inspection,2,0,0,0,0,0
SC359808,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Wiltshire,South West,284045,08/01/2014,Interim inspection,3,0,0,0,0,0
SC461781,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,290720,17/03/2014,Full inspection,1,0,1,1,2,1
SC366104,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,286948,03/02/2014,Interim inspection,2,0,0,0,0,0
SC398482,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290195,13/03/2014,Interim inspection,2,0,0,0,0,0
SC387784,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,289524,04/03/2014,Interim inspection,2,0,0,0,0,0
SC434520,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,289628,05/03/2014,Interim inspection,2,0,0,0,0,0
SC068789,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hillingdon,London,291590,28/03/2014,Interim inspection,4,0,0,0,0,0
SC068392,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Ealing,London,290015,18/02/2014,Interim inspection,3,0,2,2,2,3
SC066214,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,283640,03/01/2014,Full inspection,2,0,2,1,2,2
SC066214,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,291292,17/03/2014,Interim inspection,3,0,0,0,0,0
SC036383,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Oxfordshire,South East,287605,05/02/2014,Interim inspection,2,0,0,0,0,0
SC011185,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Berkshire,South East,287478,06/02/2014,Interim inspection,3,0,0,0,0,0
SC036186,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,290675,19/03/2014,Interim inspection,2,0,0,0,0,0
SC006879,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Greenwich,London,290398,17/03/2014,Interim inspection,2,0,0,0,0,0
SC044745,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,289187,26/02/2014,Interim inspection,2,0,0,0,0,0
SC025740,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,290593,18/03/2014,Interim inspection,2,0,0,0,0,0
SC433430,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,284173,09/01/2014,Full inspection,2,0,2,2,2,2
